name;price;info;link;is_available;"Тип корпуса";Приемник/Излучатель;"Материал корпуса";"Зона чувствительности, м";"Вид подключения";"Температура окружающей среды";"Длина кабеля, м";Особенности;"Схема выхода";"Функция выхода";"Частота переключения, Гц";Тип;"Направление оптической оси";"Зона чувствительности, мм";"Вид излучения";"Материал линз";"Тип переключения";"Обозначение резьбы";"Максимальное расстояние срабатывания, мм";"Температура объекта воздействия";"Угол поля зрения";"Материал кабеля";"Цвет излучения";"Степень защиты корпуса";"Функция защиты";"Количество лучей";"Разрешение, мм";"Высота контролируемой зоны, мм";"Время срабатывания, мс";"Защита коммутационного элемента";"Рабочее напряжение, В";"Аналоговый выход"
"Оптический датчик
ВБО-У25-80У-5123-СА";"9 694 ?
Цена с НДС 20%";"Тип: Диффузный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: NPN; Зона чувствительности, мм: 10 - 400; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Вид излучения : Невидимый инфракрасный; Материал линз: ПММА";https://sensor-com.ru/sensors/vbo-u25-80u-5123-sa/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;;Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Диффузный оптический";;"10 - 400";"Невидимый инфракрасный";ПММА;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-5273-ЛА";"10 926 ?
Цена с НДС 20%";"Тип: Диффузный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: реле; Зона чувствительности, мм: 10 - 400; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Вид излучения : Невидимый инфракрасный; Материал линз: ПММА";https://sensor-com.ru/sensors/vbo-u25-80u-5273-la/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;;Кабель;"-25…+80 °С";;;реле;НО/НЗ;;"Диффузный оптический";;"10 - 400";"Невидимый инфракрасный";ПММА;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-5273-ЛГ";"12 839 ?
Цена с НДС 20%";"Тип: Диффузный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: реле; Зона чувствительности, мм: 10 - 400; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С; Вид излучения : Невидимый инфракрасный; Материал линз: ПММА";https://sensor-com.ru/sensors/vbo-u25-80u-5273-lg/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;;Кабель;"-25…+80 °С";;;реле;НО/НЗ;;"Диффузный оптический";;"10 - 400";"Невидимый инфракрасный";ПММА;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-7111-С";"9 728 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: PNP; Зона чувствительности, м: 0,1 - 2; Функция выхода: НО; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-7111-s/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 2";Кабель;"-25…+80 °С";;;PNP;НО;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-7113-С";"9 958 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: PNP; Зона чувствительности, м: 0,1 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-7113-s/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 2";Кабель;"-25…+80 °С";;;PNP;НО/НЗ;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-7123-С";"10 388 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: NPN; Зона чувствительности, м: 0,1 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-7123-s/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 2";Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-7273-Л";"11 461 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: реле; Зона чувствительности, м: 0,1 - 2; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-7273-l/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 2";Кабель;"-25…+80 °С";;;реле;НО/НЗ;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-8111-СА";"9 294 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: PNP; Зона чувствительности, м: 0,1 - 4; Функция выхода: НО; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-8111-sa/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 4";Кабель;"-25…+80 °С";;;PNP;НО;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-8123-СА";"10 706 ?
Цена с НДС 20%";"Тип: Рефлекторный оптический; Тип корпуса: Прямоугольный; Материал корпуса: Полиамид; Схема выхода: NPN; Зона чувствительности, м: 0,1 - 4; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-8123-sa/;"Под заказ от 3 нед.";Прямоугольный;;Полиамид;"0,1 - 4";Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Рефлекторный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-9111-С";"6 620 ?
Цена с НДС 20%";"Тип: Барьерный оптический; Тип корпуса: Прямоугольный; Приемник/Излучатель: Приемник; Материал корпуса: Полиамид; Схема выхода: PNP; Зона чувствительности, м: 0 - 16; Функция выхода: НО; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/vbo-u25-80u-9111-s/;"Под заказ от 3 нед.";Прямоугольный;Приемник;Полиамид;"0 - 16";Кабель;"-25…+80 °С";;;PNP;НО;;"Барьерный оптический";;;;;;;;;;;;;;;;;;;;
"Оптический датчик
ВБО-У25-80У-9123-С";"6 032 ?
Цена с НДС 20%";"Тип: Барьерный оптический; Тип корпуса: Прямоугольный; Приемник/Излучатель: Приемник; Материал корпуса: Полиамид; Схема выхода: NPN; Зона чувствительности, м: 0 - 16; Функция выхода: НО/НЗ; Вид подключения: Кабель; Температура окружающей среды: -25…+80 °С";https://sensor-com.ru/sensors/datchik-vbo-u25-80u-9123-s/;"Под заказ от 3 нед.";Прямоугольный;Приемник;Полиамид;"0 - 16";Кабель;"-25…+80 °С";;;NPN;НО/НЗ;;"Барьерный оптический";;;;;;;;;;;;;;;;;;;;
